name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
Helloo Delhi,Yes,Yes,4.1,221,080 49653090,Koramangala 4th Block,Casual Dining,"Rasmalai, Murgh Lababdar, Kadai Paneer, Dal Makhani, Fish, Jal-jeera, Lassi",North Indian,
Under The Hood,Yes,No,4.0,76,+91 7204841500,Koramangala 1st Block,Quick Bites,"Appam, Chicken Curry, Passion Fruit Juice, Crepe","Salad, Healthy Food, Street Food",300.0
Frozen Bottle,Yes,No,4.1,187,+91 8123232385,HSR,Beverage Shop,"Dessert Jar, Berryblast, Vanilla Ice Cream, Cheesecake","Beverages, Desserts, Ice Cream",400.0
Friend's Cafe,Yes,No,3.9,554,+91 8884740361,Koramangala 7th Block,Quick Bites,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches","Fast Food, American, Chinese",600.0
WOW! Momo,Yes,No,3.9,151,+91 7090603247,Koramangala 4th Block,Food Court,"Thukpa, Chocolate Momos, Schezwan Momos, Momos Burger, Burgers, Chicken Momo, Veg Momos","Tibetan, Momos",400.0
Bonsouth,Yes,Yes,4.2,2620,080 49652934,Koramangala 5th Block,Casual Dining,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Chettinad, Andhra, Kerala",
1000 B.C,Yes,No,3.2,49,+91 9620946663,Koramangala 5th Block,Quick Bites,"Shawarma, Sandwiches","Arabian, Sandwich, Rolls, Burger",300.0
Biryani Miya,Yes,No,3.8,40,080 45128812,Koramangala 4th Block,Delivery,Biryani,"Biryani, North Indian",600.0
Eat Street,No,No,4.2,1534,080 42296566,Koramangala 6th Block,Quick Bites,"Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles","North Indian, Chinese, Italian, Street Food, Desserts",600.0
Belgian Waffle Factory,Yes,No,4.8,189,+91 9481511911,Koramangala 5th Block,Dessert Parlor,"Nachos, Chocolate Waffles, Nutella Waffle, Salsa, Oreo Waffle",Desserts,400.0
Cream Chemistry,Yes,No,3.9,231,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500.0
Shift,Yes,Yes,4.2,1923,080 49653439,HSR,"Lounge, Casual Dining","Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Beer","Finger Food, Continental, North Indian",
Min Mini Punjabi Dhaba,Yes,No,3.9,85,+91 9243493482,Koramangala 7th Block,Quick Bites,"Dal Makhani, Amritsari Kulcha",North Indian,400.0
Hunger Hitman,Yes,No,3.8,258,+91 9742458090,Koramangala,Delivery,"Halwa, Chicken Biryani, Butter Chicken, Kheer, Brownie Chocolate, Chilli Chicken, Raita","North Indian, Chinese",300.0
Petoo,Yes,No,3.9,59,080 43752124,Koramangala 4th Block,Quick Bites,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet","North Indian, South Indian",300.0
Mak n Vak - Fyn,Yes,No,3.9,338,+91 8861752567,HSR,Quick Bites,"Liti Chokha, Chilli Chicken, Chicken Litti, Paratha, Lassi, Pan Fried Momos, Egg Curry","North Indian, Chinese",500.0
YORK St.,Yes,No,4.4,950,+91 7624945998,Koramangala 5th Block,Cafe,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental",900.0
Koshe Kosha,Yes,No,4.0,577,+91 9830949494,Koramangala 1st Block,Casual Dining,"Fish, Kosha Mangsho, Chicken Curry, Luchi, Chingri Malaikari, Biryani, Bhetki Fry","Bengali, Seafood",600.0
Ulavacharu,Yes,Yes,4.2,150,080 49653538,Koramangala 5th Block,Casual Dining,"Ulavacharu, Biryani, Bangla Kodi, Rajugari Kodi Pulao, Gadwal Kodi Pulao, Curd Rice, Fish","Andhra, North Indian, Chinese",900.0
Rolls & Co,Yes,No,3.9,213,+91 7353848635,Koramangala 6th Block,Quick Bites,"Rolls, Chicken Wings, Shawarma, Chicken Tikka Roll, Burgers, Fries, Pasta","Burger, Beverages, Rolls",400.0
Sonar Bangala,Yes,No,3.8,76,080 43729350,Koramangala 5th Block,Quick Bites,"Kosha Mangsho, Daab Chingri, Fish Curry, Dum Biryani","Bengali, North Indian",500.0
What's In A Name,Yes,Yes,4.1,1792,080 49652465,Koramangala 5th Block,Pub,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","Finger Food, Asian, European, Italian",
Bakingo,Yes,No,4.0,76,080 71967785,Koramangala 1st Block,Bakery,Coffee,"Bakery, Desserts",500.0
Chapati House,Yes,No,3.9,34,+91 8126045111,Ejipura,Quick Bites,Naan,North Indian,300.0
Laddoos,Yes,No,3.4,277,080 40991947,BTM,"Quick Bites, Dessert Parlor","Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa","North Indian, Street Food, Mithai",250.0
Bakers Town,Yes,No,3.6,42,+91 7411103666,BTM,Cafe,"Fries, Pasta, Sandwich, Burgers, Chicken Burger, Monster Burger","Cafe, Continental, Fast Food",600.0
Aalishan Restaurant & Caterer,Yes,No,3.5,889,080 42005111,Koramangala 7th Block,Casual Dining,"Rolls, Tandoori Murgh Masala, Legendary Arsalan, Firni, Phirni, Mutton Biryani, Chicken Roll","North Indian, Mughlai",650.0
Cafe Coffee Day The Lounge,Yes,No,3.8,76,+91 9071381543,HSR,Cafe,"Coffee, Cappuccino","Cafe, Fast Food",650.0
Paratha Plaza,Yes,No,3.9,41,080 40978174,Koramangala 5th Block,Quick Bites,Sattu Paratha,North Indian,250.0
Fresh Pressery Cafe,Yes,No,4.1,141,080 41724989,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast, Pasta","Cafe, Healthy Food, Salad, Beverages, Desserts",
Blue Tokai Coffee Roasters,Yes,No,4.0,76,+91 9319970404,Koramangala 8th Block,Cafe,"Coffee, Potato Wedges","Cafe, Coffee",400.0
Meat And Eat,Yes,No,3.6,90,+91 8043009665,Koramangala 7th Block,Quick Bites,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill","Fast Food, Burger",500.0
South Tiffins,Yes,No,3.5,144,+91 8095500014,HSR,Quick Bites,"Masala Dosa, Vada, Tea, Coffee, Idli",South Indian,150.0
The Belgian Waffle Co.,Yes,No,4.2,180,+91 8043716009,Koramangala 5th Block,Dessert Parlor,"Belgian Waffles, Chocolate Overload, Triple Chocolate","Desserts, Beverages",350.0
Tree Top,Yes,No,3.8,75,080 49652744,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian",
House Stark Cafe,Yes,No,3.9,46,+91 9538735364,HSR,Cafe,Fries,"Cafe, Desserts, Fast Food, Burger",300.0
Smokey Tribe Restaurant,Yes,No,3.8,267,080 48658077,Koramangala 7th Block,Casual Dining,"Beer, Mashed Potato, Pork Thali, Pork Curry, Smoked Pork, Veg Thali","North Eastern, Chinese",650.0
Shaap,Yes,No,3.6,207,080 41530004,Koramangala 5th Block,Casual Dining,"Appam, Kappa Biryani, Chicken Fry, Kallappam, Buttermilk, Beef Fry, Paratha","Kerala, Seafood",500.0
Funky Punjab,Yes,No,3.8,127,+91 8884449474,BTM,Quick Bites,"Roti, Dal Makhani, Lassi, Panneer Butter Masala, Kulcha, Masala Papad, Butter Chicken","North Indian, Chinese",400.0
Stuffd,Yes,No,3.8,33,+91 8048143038,Old Airport Road,"Takeaway, Delivery","Gol Gappe, Noodles, Lassi, Chocolate Milkshake","Continental, North Indian",500.0
Grubhouse,Yes,No,4.1,337,080 40999721,Indiranagar,"Casual Dining, Cafe","Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade","Cafe, Continental",800.0
Parika Multicuisine & Coastal Fine Dine,Yes,Yes,3.9,606,080 49653159,HSR,Casual Dining,"Sea Food, Fish, Prawn Curry, Neer Dosa, Appam, Murgh Ghee Roast, Mutton Curry","Mangalorean, Seafood, North Indian, Chinese",
Buff Buffet Buff,Yes,Yes,4.5,3163,080 45128765,Koramangala 5th Block,"Casual Dining, Bar","Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads","North Indian, Chinese, Continental, Thai, Salad",
Chaiwala,Yes,No,3.1,53,+91 8095855997,Koramangala 1st Block,Quick Bites,"Poha, Bread Omelette, Ginger Chai, Ginger Tea",Fast Food,100.0
Hotel Tom's Restaurant,Yes,No,4.0,69,+91 8660743584,Koramangala 6th Block,Casual Dining,"Neer Dosa, Prawn Curry, Pork Chilli, Biryani, Sea Food, Kori Roti, Chicken Curry","Mangalorean, Seafood, Chinese, North Indian",
Roundup Cafe,Yes,Yes,4.2,505,080 49653438,Koramangala 5th Block,Cafe,"Mocktails, Salad, Coffee, Pizza, Meat Balls, Hot Chocolate, Pasta","Cafe, Continental, Beverages",800.0
The Ganache Factory,Yes,No,4.1,43,+91 9632259860,Domlur,"Dessert Parlor, Bakery","Cheesecake, Key Lime Pie","Desserts, Bakery",400.0
Vintage Shack,Yes,Yes,3.9,163,080 49652190,HSR,"Casual Dining, Lounge","Panna Cotta, Murgh Makhani, Pasta, Lemonade, Chicken Biryani, Kulcha, Naan","North Indian, Continental",900.0
Mid Night Hunting,Yes,No,3.7,127,+91 8892140430,Ejipura,"Takeaway, Delivery","Burgers, Chicken Burger, Pasta, Chicken Pizza","Fast Food, Italian",300.0
Fillers,Yes,No,3.9,140,+91 9663577118,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",300.0
Sagar Fast Food,Yes,No,4.0,76,+91 9945937823,Koramangala 3rd Block,Quick Bites,"Tea, Coffee, Neer Dosa, Gajar Ka Halwa, Thali, Chaat, Cheese Dosa","South Indian, North Indian, Fast Food",300.0
Indus Family Restaurant,Yes,No,3.8,117,080 26786050,BTM,Casual Dining,"Mutton Biryani, Thali","North Indian, Biryani, Chinese",600.0
Juice Junction,Yes,No,4.0,139,+91 8025526983,Koramangala 5th Block,"Beverage Shop, Quick Bites","Fruit Bowl, Grape Juice, Nannari Sharbat, Cheese Sandwich, Tea, Cheese Sandwiches, Orange Juice","Juices, Fast Food, South Indian, Chinese",200.0
Sulemani Chichas,Yes,No,4.1,363,080 49652154,Koramangala 5th Block,"Takeaway, Delivery","Hyderabadi Biryani, Chicken Biryani, Mutton Paya, Mutton Biryani, Vegetable Biryani, Khichda, Tandoori Chicken","Biryani, Hyderabadi, Kebab",400.0
The Yogisthaan Cafe,Yes,No,4.1,61,+91 7411160606,Koramangala 2nd Block,Cafe,"Paratha, Chai, Poha, Quinoa Burger","Cafe, Healthy Food, Salad, Beverages",600.0
Magnolia,Yes,Yes,4.1,675,080 41102222,Koramangala 3rd Block,Casual Dining,"Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup","Chinese, Thai, Asian",900.0
Coffee Tea & More,Yes,No,4.0,64,+91 7402812288,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150.0
Mountain Spice,Yes,No,3.9,188,+91 7829146199,Koramangala 8th Block,Quick Bites,"Momos, Chicken Lollipop, Chicken Momo, Noodles, Chicken Thukpa","Chinese, Nepalese, Tibetan, Momos",400.0
Mudpipe Cafe,Yes,Yes,4.5,1879,+91 9631220007,BTM,Cafe,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Cafe, Continental, Burger",900.0
Vyanjan,Yes,No,3.9,203,+91 9916937446,BTM,Quick Bites,"Poha, Jalebi, Paratha, Bhindi Masala, Kachori, Puri Sabzi, Samosa","North Indian, Street Food",300.0
Via Milano,Yes,Yes,4.2,1626,+91 8041309997,Koramangala 4th Block,Casual Dining,"Pasta, Pizza, Steak, Mojito, Salads, Tiramisu, Sea Food","Salad, Italian, Desserts, Pizza",
City Durbar,Yes,No,3.7,72,080 22458877,Jayanagar,Casual Dining,"Chicken Grill, Ghee Rice","North Indian, Chinese, Biryani",450.0
Yummy Biryani,Yes,No,3.8,41,+91 9663673346,Koramangala 7th Block,Quick Bites,"Biryani, Paratha, Chicken Masala, Kerala Parotta",Biryani,200.0
Spicy Kitchen,Yes,No,3.8,64,+91 9663079398,HSR,Quick Bites,Spicy Chicken,"Andhra, North Indian",500.0
Kapoor's Biriyani,Yes,No,3.3,334,+91 9535793969,BTM,Quick Bites,"Raita, Hyderabadi Biryani","Biryani, North Indian",400.0
Juicy Momos,Yes,No,3.5,69,+91 9538550509,Koramangala 5th Block,Quick Bites,"Veg Momos, Burgers, Chocolate Momos, Momo Burger, Whole Meat Shawarma, Paneer Momos","Tibetan, Momos",250.0
Cafe D'hide,Yes,Yes,4.2,875,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600.0
Taj Darbar,Yes,No,3.8,149,+91 9739977415,Koramangala 5th Block,Casual Dining,"Chicken Kebab Biryani, Rolls, Raita","Biryani, Mughlai, Chinese",600.0
The Marash,Yes,No,4.3,68,+91 8050000164,Koramangala 5th Block,Dessert Parlor,"Turkish Ice Cream, Baklava, Chocolate Icecreams","Turkish, Desserts",250.0
Barleyz,No,No,3.7,4652,+91 8880128888,Koramangala 6th Block,"Lounge, Microbrewery","Tandoori Chicken, Fish Chilli, Cocktails, Pizza, Craft Beer, Chaat, Long Island Iced Tea","North Indian, Continental, Chinese",
Bundar,No,No,4.1,2450,080 41425060,Koramangala 6th Block,Cafe,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings","Cafe, Burger, Fast Food, Desserts",700.0
Mr. Beans - Home Cafe,Yes,Yes,4.2,2714,080 49653320,Koramangala 3rd Block,Cafe,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","Cafe, Continental, Italian",
Terra Bites,Yes,No,4.0,66,+91 8043744044,Koramangala 4th Block,"Cafe, Casual Dining","Spaghetti, Hot Chocolate, Coffee, Tea","Cafe, Italian, Continental",700.0
The Beer Cafe,Yes,Yes,4.2,1177,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger",
Atithi,Yes,Yes,3.9,224,+91 9538800665,HSR,Casual Dining,"Vegetable Biryani, Jalebi, Paneer Curry, Tandoori Paneer, Paneer Tikka, Gulab Jamun, Paratha","North Indian, Chinese, Street Food",800.0
Haagen Dazs,Yes,No,3.9,79,080 22067777,Koramangala 7th Block,Dessert Parlor,"Waffles, Chocolate Bomb, Belgium Chocolate, Chocolate Sundae, Chocolate Icecreams, Strawberry Cheesecake","Ice Cream, Desserts",800.0
Mustard Food Court,Yes,No,3.6,165,080 40924441,Koramangala 3rd Block,Casual Dining,"Chicken Biryani, Chicken Wings, Chicken Curry, Kadhai Paneer, Butter Chicken, Noodles, Vegetable Biryani","North Indian, Chinese",500.0
Indori Chatorey,Yes,No,2.8,137,+91 8050765508,BTM,Quick Bites,"Kachori, Indori Poha, Cheese Paratha, Paneer Parantha, Thali, Poha Jalebi","North Indian, Street Food",300.0
Cookie Man,Yes,No,4.0,100,080 22067766,Koramangala 7th Block,Dessert Parlor,"Chocolate Chip Cookie, Brownie Chocolate",Bakery,150.0
Ghee Positive,Yes,No,3.8,48,+91 9900693912,Koramangala 8th Block,Quick Bites,"Paratha, Mutton Curry","North Indian, Chinese",300.0
Big Mummy,Yes,No,3.9,214,+91 7829778797,Indiranagar,Quick Bites,"Burgers, Raita, Fries, Chicken Noodle, Bbq Burger, Poha, Sandwiches","Fast Food, Biryani",400.0
Rajan's Cafe,Yes,No,2.8,79,080 41418080,Domlur,Quick Bites,"Coffee, Vegetable Biryani, Masala Chai, Roti","North Indian, Chinese, Fast Food",300.0
Carrots,Yes,Yes,4.1,603,080 41172812,Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Salads, Masala Chai, Soya Buttermilk, Burgers, Chocolate Icecreams","Italian, North Indian, Healthy Food, Desserts",
Kinpeetos,Yes,No,3.9,64,+91 8585982807,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300.0
Qube Cafe,Yes,No,4.2,169,+91 9535256633,Koramangala 4th Block,Cafe,"Pizza, Coffee, Burgers, Pasta, Tiramisu, Sandwiches, Tea","Cafe, Desserts",700.0
Chaska Bun,Yes,No,4.2,166,+91 9886415555,Koramangala 5th Block,Quick Bites,"Ginger Tea, Chai, Samosa, Bun Omelette, Elaichi Tea, Egg Bhurji, Carrot Cake",Fast Food,300.0
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,151,080 49652825,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",
Oregano Pizzeria,Yes,No,3.7,52,080 48664711,Koramangala 4th Block,Cafe,"Margherita Pizza, Cheesy Bites","Cafe, Italian, Pizza",450.0
Laziz Pizza,Yes,No,3.8,46,080 49652743,Koramangala 7th Block,Quick Bites,"Pizza, Peri Peri Fries, Veg Paprika","Fast Food, Burger, Pizza",400.0
Juice Junction Food Court,Yes,No,3.7,70,080 41105299,Koramangala 6th Block,"Beverage Shop, Quick Bites","Tea, Chai, Sandwiches, Sandwich","Beverages, Juices, Fast Food",250.0
Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,598,+91 9591989862,Koramangala 4th Block,Bar,"Beer, Biryani, Cocktails, Masala Peanuts, Chicken Tikka, Chips, Fish","Finger Food, North Indian, Chinese",
Tandoor Garden,Yes,No,3.6,71,+91 9141678224,BTM,Quick Bites,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",350.0
Kevins Kitchen,Yes,No,3.7,103,+91 9901170611,Koramangala 6th Block,Quick Bites,"Egg Noodles, Biryani","North Indian, Chinese, Biryani",400.0
Potato Bae,Yes,No,4.1,56,+91 9632599997,Koramangala 5th Block,Quick Bites,"Pizza Fries, Almond Shake",Fast Food,500.0
Pipabu,Yes,No,3.8,75,+91 8043707570,Koramangala 4th Block,Casual Dining,"Pasta, Pizza","Continental, Italian, Chinese",750.0
Davanagere Benne Dose,Yes,No,3.9,106,+91 9916751528,HSR,Quick Bites,Benne Dosa,South Indian,150.0
Habitts,Yes,No,3.7,61,+91 9916889996,BTM,Quick Bites,Nutella Waffle,"Fast Food, Burger, Italian, Beverages",350.0
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.3,1105,+91 8041697171,HSR,Cafe,"Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte","Cafe, Continental, Pizza, Salad",700.0
Litti Twist,Yes,No,4.2,106,+91 9035810598,Hosur Road,Quick Bites,"Paratha, Liti Chokha, Buttermilk, Tea, Aloo Litti, Raita","Bihari, North Indian",300.0
Chai Point,Yes,No,4.0,113,+91 8880141000,BTM,"Beverage Shop, Quick Bites","Chai, Masala Tea, Samosa, Banana Cake, Egg Puff, Ginger Tea","Tea, Beverages, Fast Food",250.0
Uday Sweets,Yes,No,3.5,34,+91 9449111794,Koramangala 6th Block,Sweet Shop,"Jalebi, Poha, Puri Sabzi","Mithai, Fast Food",250.0
Little Orissa Restaurant,Yes,No,3.9,349,+91 9740243144,Indiranagar,Casual Dining,"Rasgulla, Mutton Kosha, Fish, Chicken Curry, Egg Tadka, Prawn Curry, Dahi Baigan","Oriya, North Indian, Bengali, Chinese",450.0
TOKI Taco House,Yes,No,3.6,72,+91 9148819473,Koramangala 6th Block,Quick Bites,"Chicken Nachos, Chicken Tacos, Rice Bowl",Mexican,200.0
Ramji Chaiwale,Yes,No,3.9,122,080 49653336,Old Airport Road,Quick Bites,"Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai","Beverages, Fast Food",250.0
Cashmere Nites,Yes,No,3.5,74,+91 9596407722,Koramangala 6th Block,Casual Dining,"Firni, Roganjosh, Phirni, Tabakh Maaz, Wings",Kashmiri,600.0
Dreams Cafe - All Day English Food St.,Yes,No,3.8,230,+91 8553617173,Koramangala 1st Block,Cafe,"English Breakfast, Coffee, Burgers, Fish, Omelette, Sandwiches, Chicken Burger","Cafe, Continental, Burger",600.0
The Kream Story,Yes,No,4.1,37,+91 6363455684,Koramangala 7th Block,"Dessert Parlor, Quick Bites","Waffles, Nutella Ice Cream, French Fries","Desserts, Fast Food",500.0
Juice Junction,Yes,No,3.9,70,080 40927571,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",150.0
Entropy Cafe,Yes,No,4.1,507,+91 9886707141,Koramangala 6th Block,Cafe,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers","Cafe, Chinese, Pizza, North Indian, Burger",600.0
PagalKhana,Yes,Yes,3.9,146,+91 7899075625,Koramangala 4th Block,Casual Dining,"Mocktails, Pasta, Wood Fire Pizza, Paneer Malai Tikka, French Fries, Nachos, Burgers","Continental, Chinese, Fast Food, Beverages",
Sangam Sweets,Yes,No,3.8,75,080 25529589,Koramangala 3rd Block,Sweet Shop,"Chaat, Jalebi, Samosa, Badam Milk, Panipuri","Mithai, Street Food",200.0
Raj Darbar,Yes,No,3.7,47,+91 7676867993,Koramangala 6th Block,Casual Dining,"Tandoori Chicken, Thali","North Indian, Chinese, Bengali",800.0
Happy Plate,No,No,3.6,54,080 40973766,Koramangala 6th Block,Quick Bites,"Chole Bhature, Omelette","North Indian, Chinese, South Indian, Fast Food",400.0
The Breakfast Truck,No,No,3.8,65,+91 9744494999,Koramangala 6th Block,Quick Bites,"English Breakfast, Eggs, Baked Beans, Oreo Pancake, Nutella Pancakes, French Toast, Omelette",Continental,550.0
The Sweet Spot,No,No,4.0,157,+91 7349250512,Koramangala 6th Block,Dessert Parlor,"Brownie, Vanilla Ice Cream",Desserts,300.0
Punjabi Chulha,Yes,No,3.8,38,+91 9880513340,Koramangala 1st Block,Casual Dining,"Tandoori Chicken, Dal Makhani, Butter Chicken, Roti, Veg Thali",North Indian,500.0
Banana Beach Bar,Yes,Yes,3.7,1015,080 49652918,Koramangala 6th Block,Bar,"Chicken Wings, Cocktails, Mocktails, Chilli Chicken, Noodles, Burgers, Spring Roll","Continental, Chinese",
Chaai Resto,No,No,3.6,54,+91 9581333567,Koramangala 6th Block,"Beverage Shop, Quick Bites","Ginger Tea, Poha, Irani Chai, Chaai, Sandwich, Thick Shakes","Tea, Beverages, Fast Food",250.0
Rice and Rolls,No,No,2.7,61,080 41737475,Koramangala 6th Block,Quick Bites,"Rolls, Shawarma Roll, Chicken Grill, Thali","Arabian, Biryani, North Indian, Chinese, Fast Food",500.0
Billionaires Cafe,No,No,3.8,47,+91 9845553555,Koramangala 5th Block,Cafe,Friendly Staff,"Cafe, Italian",600.0
Brewz Coffee,Yes,No,3.4,10,080 41200232,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650.0
154 Breakfast Club,Yes,Yes,4.0,1515,080 25533133,Koramangala 3rd Block,Cafe,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette","Cafe, Continental",900.0
Zero Kelvin,Yes,No,4.3,169,+91 7619369781,Koramangala 4th Block,Dessert Parlor,"Waffles, Thick Shakes, Choco Brownie, Ferrero Rocher Shake, Blueberry Shake, Milky Way, Nutella Brownie","Desserts, Beverages",450.0
BIB - Breakfast in the Box,Yes,No,3.8,211,+91 9036011861,HSR,Delivery,"English Breakfast, Burgers, Sandwiches, Chicken Burger, Pasta, Veg Burger, Chicken Sausages","American, Sandwich",600.0
Samosa Party,No,No,4.1,44,080 43743565,Koramangala 5th Block,Quick Bites,"Chai, Aloo Samosa, Tea","Street Food, Fast Food",150.0
Cupcake Noggins,No,No,4.1,724,+91 8150861619,Koramangala 4th Block,"Dessert Parlor, Bakery","Cup Cake, Truffle, Raspberry Cheesecake, Burgers, Blueberry Cheesecake, Chocolate Chocochip, Chocolate Crunch","Desserts, Bakery",300.0
Fogg,No,Yes,0.0,0,+91 9148788860,BTM,Casual Dining,"Pizza, Mocktails","Continental, Italian, Beverages",
Chef Master,Yes,No,3.8,76,+91 9742444881,Jayanagar,Quick Bites,"Fish Curry, Appam, Tea, Egg Roast, Sea Food","Kerala, North Indian, Chinese",300.0
Polamma's Mess,Yes,No,4.2,185,+91 9743060222,BTM,Mess,"Lemon Chicken, Hyderabadi Biryani, Chicken Biryani, Chicken Fry, Andhra Meal, Thali, French Chicken","North Indian, Chinese, Biryani",300.0
