name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
BOX8- Desi Meals,Yes,No,4.2/5,462,080 33552698,HSR,"Takeaway, Delivery","Paratha, Jal-jeera, Sandwich, Dal Makhani, Biryani, Lemonade, Salad","North Indian, Mughlai, Fast Food",500
Kannur Food Point,Yes,No,3.7/5,216,+91 9895940323,BTM,Quick Bites,Roast Chicken,"Kerala, Chinese",200
Abhiruchi Hotel,Yes,No,3.5/5,738,080 49652141,BTM,Casual Dining,"Dum Biryani, Prawn Curry, Paneer Biryani, Chicken Boneless Biryani, Apollo Fish","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600
Delhi Food Point,Yes,No,3.3/5,910,+91 9844299630,Koramangala 1st Block,Quick Bites,"Jeera Rice, Corn Paratha, Paneer Bhurji, Gobhi Matar, Vegetarian, Sweet Lassi, Dal Fry","North Indian, Beverages",250
Sri Ganesh Juice Junction,Yes,No,4.1/5,212,+91 9591274301,Koramangala 8th Block,Beverage Shop,"Sandwiches, Sandwich, Omelette, Cheese Maggi","Beverages, Juices, Fast Food",150
Momoz,No,No,3.9/5,626,080 41739353,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600
Al-Bek,Yes,No,3.6/5,137,080 43334321,HSR,"Takeaway, Delivery","Mutton Biryani, Chicken Biryani, Shawarma, Kalmi Kabab, Butter Chicken, Chicken Grill, Garlic Chicken","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300
Aligarh House,Yes,No,4.4/5,102,+91 8042166111,Koramangala,Delivery,"Raita, Muradabadi Biryani","North Indian, Biryani, Awadhi, Mughlai",400
Just Shawarma,Yes,No,4.0/5,412,+91 7676764422,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",Arabian,300
Kota Kachori,Yes,No,4.3/5,3614,080 49652458,Koramangala 6th Block,Quick Bites,"Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita","Street Food, Desserts, North Indian, Mithai, Rajasthani",400
Sagar Fast Food,Yes,No,4.0/5,138,+91 8884520900,Koramangala 8th Block,Quick Bites,Neer Dosa,"South Indian, North Indian, Street Food, Chinese",250
Hatti Punjab Di,Yes,No,3.9/5,229,080 49652491,Koramangala 1st Block,"Takeaway, Delivery","Aloo Paratha, Burgers, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken","North Indian, Chinese",250
Wok Paper Scissors,Yes,No,4.3/5,1588,00 7204653999,Koramangala 5th Block,Casual Dining,"Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos","Asian, Malaysian, Chinese, Thai, Momos",550
Corner House Ice Cream,Yes,No,4.6/5,277,+91 7337681817,Koramangala 5th Block,Dessert Parlor,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge","Ice Cream, Desserts",400
Roti Wala,Yes,No,4.1/5,200,080 71967538,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300
Empire Restaurant,Yes,No,4.0/5,88,080 43334321,HSR,"Takeaway, Delivery",Chicken Grill,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400
Apna Punjab,Yes,No,3.7/5,477,+91 7411793215,BTM,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",450
Onesta,Yes,Yes,4.4/5,3766,+91 7337844620,HSR,"Casual Dining, Cafe","Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli","Pizza, Cafe, Italian",600
Biryani Pot,Yes,No,3.8/5,1076,080 49652177,BTM,Casual Dining,"Hyderabadi Biryani, Vegetable Biryani, Mutton Biryani, Veg Dum Biryani, Chicken Boneless Biryani, Egg Biryani, Chicken Dum Biryani",Biryani,500
Subway,Yes,No,3.1/5,382,+91 8197532665,HSR,Quick Bites,"Veg Salad, Sandwich","Salad, Fast Food",600
Dum Biryani Hub,Yes,No,3.9/5,65,080 49653144,BTM,Quick Bites,"Dum Biryani, Mutton Biryani",Biryani,700
Madeena Hotel,Yes,No,3.9/5,89,00 08043751751,Koramangala 5th Block,Quick Bites,"Biryani, Paratha","North Indian, Mughlai, Biryani",400
Swad Punjab Da,Yes,No,4.1/5,130,+91 8360151853,BTM,Quick Bites,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",North Indian,150
Chai Point,Yes,No,4.0/5,317,+91 8880141000,HSR,"Beverage Shop, Quick Bites","Ginger Tea, Poha, Banana Cake, Lemon Chai, Samosa, Masala Tea, Ginger Chai","Tea, Beverages, Fast Food",250
KFC,Yes,No,3.7 /5,646,080 33994444,HSR,Quick Bites,"Burgers, Crispy Chicken, Chicken Grill, Fiery Chicken, Chicken Wings, Ginger Chicken, Rice Bowl","Burger, Fast Food",400
Punjabi Dhaba,Yes,No,3.4/5,355,+91 9900296710,Ejipura,Quick Bites,"Butter Chicken, Paratha",North Indian,350
Maa Bhook Lagi,Yes,No,3.9/5,297,+91 8197726028,Koramangala 4th Block,"Takeaway, Delivery","Chole, Kheer, Biryani, Litti, Liti Chokha, Churma, Raita",North Indian,400
Vegan Heat,Yes,No,4.1/5,314,080 48513973,Koramangala 1st Block,"Takeaway, Delivery","Burgers, Pancakes, Waffles, Salad","Healthy Food, Salad",650
Bihar Ki Shan,Yes,No,3.8/5,348,+91 9945615099,HSR,Quick Bites,Roti,North Indian,300
Savoury Restaurant,Yes,No,3.9/5,421,080 49994999,BTM,Casual Dining,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam","Arabian, North Indian, Chinese, Fast Food",800
Royal Biryani Kitchen,Yes,No,3.9/5,189,080 45128743,BTM,Quick Bites,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani","Biryani, North Indian, Kebab",600
Sangam Sweets,Yes,No,3.9/5,148,+91 7022340879,HSR,Sweet Shop,"Pav Bhaji, Chaat, Paratha, Chole Bhature, Panipuri, Dhokla, Dahi Bhalle","Mithai, Street Food",200
Al Daaz,Yes,No,4.2/5,592,+91 7676241111,HSR,Casual Dining,"Pizza, Chicken Kebab, Mocktails, Burgers, Pasta, Chicken Biryani, Salad","North Indian, Continental, BBQ",550
Kaaram,Yes,No,3.9/5,325,080 49653061,Koramangala 6th Block,Casual Dining,"Mughlai Biryani, Vegetable Biryani, Kaaram Biryani, Gulab Jamun, Raita, Kebab Biryani, Dum Biryani","Andhra, Biryani",500
Sulemani Chichas,Yes,No,4.1/5,360,080 49652154,Koramangala 5th Block,"Takeaway, Delivery","Hyderabadi Biryani, Chicken Biryani, Mutton Paya, Mutton Biryani, Vegetable Biryani, Khichda, Tandoori Chicken","Biryani, Hyderabadi, Kebab",400
Behrouz Biryani,Yes,No,4.0/5,357,18002700928,Koramangala 8th Block,Delivery,"Gulab Jamun, Mint Raita, Paneer Subz Biryani, Hyderabadi Biryani, Mutton Biryani, Biryani Box, Basmati Rice",Biryani,650
The Biriyani Pedia,Yes,No,3.9/5,57,+91 9809202588,BTM,Quick Bites,"Chicken Stew, Ghee Rice, Chai, Beef Biryani","Biryani, North Indian",300
Polar Bear,Yes,No,4.1/5,71,080 49652960,HSR,Dessert Parlor,"Hot Chocolate Fudge, Mango Sorbet, Brownie Fudge","Ice Cream, Desserts, Beverages, Sandwich",400
South Tiffins,Yes,No,3.6/5,144,+91 8095500014,HSR,Quick Bites,"Masala Dosa, Vada, Tea, Coffee, Idli",South Indian,150
Ghee Biryanis,Yes,No,3.4/5,137,+91 9742044034,BTM,"Takeaway, Delivery",Biryani,"Biryani, North Indian",500
Alankrutha,Yes,No,3.9/5,260,080 71967536,BTM,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani","Andhra, Biryani, North Indian, Chinese",500
Asha Tiffins,Yes,No,4.3/5,283,+91 7619682498,HSR,Quick Bites,"Vada, Masala Dosa, Kharabath, Filter Coffee, Kesari Bath, Idli Sambar",South Indian,150
Ovenstory Pizza,Yes,No,4.1/5,192,+91 7738383000,Koramangala 8th Block,Delivery,"Chicken Tikka, Chocolava Cake, Peri Peri Pizza, Tandoori Paneer, Lava Cake",Pizza,750
The Shawarma Shop,Yes,No,4.1/5,382,+91 9343665007,BTM,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Arabian,250
Kabab Magic,Yes,No,3.8/5,884,080 25633202,BTM,Quick Bites,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Arabian Pulpy Grape Juice","North Indian, Kebab, Fast Food",500
Sri Vishnu Park,Yes,No,3.8/5,99,080 49702828,BTM,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese",350
Aasife & Brothers Biriyani Centre,Yes,No,3.9/5,124,080 49652512,HSR,Casual Dining,"Biryani, Fried Rice, Fish, Chicken Lollipop","Biryani, North Indian, South Indian, Chinese",600
McDonald's,Yes,No,3.8/5,510,+91 8066000666,HSR,Quick Bites,"Coffee, Peri Peri Fries, Hot Chocolate, Scrambled Eggs, Donut, Grilled Chicken Wrap, Ice Tea","Burger, Fast Food",500
Chaatimes,Yes,No,3.4/5,47,+91 8884252255,BTM,Quick Bites,"Chaat, Dabeli, Panipuri","Street Food, Fast Food",200
Potful,Yes,No,4.1/5,1128,080 49653469,Domlur,Delivery,"Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun","Biryani, Kebab, Rolls, Mughlai",650
Krishna Sagar,Yes,No,3.9/5,52,+91 9844610631,BTM,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese",300
Sri Udupi Park,Yes,No,4.0/5,65,+91 9632765444,HSR,Casual Dining,Tea,"South Indian, North Indian, Chinese, Beverages",300
Pathaan Sir,Yes,No,3.9/5,183,080 42244044,BTM,Quick Bites,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll","Rolls, Chinese",300
Noodle Panda,Yes,No,4.3/5,338,+91 8043029207,Koramangala 5th Block,Casual Dining,"Noodles, Momos, Ramen Soup, Bubble Tea, Noodle, Onion Rings, Veg Dim Sums","Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",800
Odissi Restaurant,Yes,No,2.9/5,67,+91 8043744560,BTM,Casual Dining,"Egg Tadka, Roti, Veg Thali","Oriya, Bengali",500
Delite Chaat House,Yes,No,3.9/5,499,080 49652649,Koramangala 6th Block,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri","Street Food, Gujarati",300
Chaiwala,Yes,No,3.1/5,53,+91 8095855997,Koramangala 1st Block,Quick Bites,"Poha, Bread Omelette, Ginger Chai, Ginger Tea",Fast Food,100
Savoury - Sea Shell Restaurant,Yes,No,3.9/5,468,080 49994999,BTM,Casual Dining,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup","Arabian, North Indian, Chinese, Fast Food",750
C. K. Mega Hot Food,Yes,No,3.9/5,101,080 45128753,BTM,Casual Dining,"Chicken Lollipop, Garlic Butter Noodle","Chinese, Momos",600
Grow Fit,Yes,No,4.0/5,457,080 39658868,Koramangala 6th Block,Delivery,"Pizza, Brownie, Chicken Biryani","Healthy Food, North Indian, Thai",500
Yum In My Tum,Yes,No,4.2/5,105,+91 9108084789,BTM,Quick Bites,"Momos, Pizza Sandwich, Manchow Soup, Chowmein, Spring Roll, Noodles, White Pasta","Chinese, Continental, Fast Food, Healthy Food",300
ONE IN A MELON,Yes,No,4.1/5,414,+91 7406611666,Koramangala 7th Block,"Beverage Shop, Quick Bites","Sandwiches, Fruit Juices, Chaat, Paneer Sandwich, Watermelon Juice, Cheese Sandwich","Juices, Healthy Food",300
Tarbouche,Yes,No,4.0/5,269,080 49652642,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Rolls, Fattoush, Teriyaki Chicken, Fries, Shawarma","Turkish, Rolls",300
Stoned Monkey,Yes,No,4.1/5,511,+91 9844993807,Koramangala 6th Block,Dessert Parlor,"Nachos, Waffles, Hot Chocolate Fudge, Chocolate Icecreams, Tiramisu, Cheesy Garlic Bread, Vanilla Ice Cream","Desserts, Ice Cream",500
Szechuan Dragon,Yes,No,4.0/5,182,+91 9513187711,HSR,Delivery,"Salad, Fried Rice Chicken","Chinese, Thai, Momos",600
Bubble Bee,Yes,No,3.9/5,47,080 49652716,HSR,Dessert Parlor,"Bubble Tea, Waffles, Blueberry Cheesecake","Beverages, Bubble Tea, Desserts",400
Podi Idly,Yes,No,4.3/5,653,080 41330399,Koramangala 6th Block,Quick Bites,"Podi Idli, Masala Dosa, Pongal, Coffee, Mini Idlis, Appam, Raagi Dosa",South Indian,250
Vijayalakshmi Veg,Yes,No,3.9/5,99,080 49653105,Jayanagar,Quick Bites,"Vada, Rava Idli, Masala Dosa, Coffee",South Indian,200
The Pancake Story,Yes,No,4.6/5,119,080 49653454,Koramangala 1st Block,Dessert Parlor,"Pancakes, Waffles, Popcorn, Nachos, Tea, Savoury Crepe, Hot Chocolate","Desserts, Beverages",300
Howlin Wolf,Yes,No,4.1/5,93,+91 7795839478,HSR,Casual Dining,"Chicken Steak, Burgers, Pizza, Salad, Fries, Garlic Bread, Chicken Nuggets","Italian, Mediterranean, European, Sandwich",700
Moolehatti Donne Biryani Mane,Yes,No,3.6/5,218,080 65000346,HSR,Quick Bites,"Mutton Biryani, Chicken Kebab, Donne Biryani","Biryani, Chinese, North Indian, Kebab",400
Rolla Rappa,Yes,No,3.6/5,176,+91 8147491682,HSR,Delivery,"Rolls, Tandoori Momos, Soya Chaap, Peri Peri Chicken Roll, Chicken Biryani, Fries, Paneer Roll","Biryani, Fast Food, Rolls, Momos",400
Punjabi Nawabi,Yes,No,3.8/5,99,+91 9599698659,Koramangala 1st Block,Casual Dining,"Dal Makhani, Tikka, Saag, Naan, Makke Ki Roti",North Indian,500
Khai Khai,Yes,No,4.0/5,52,+91 7619207120,HSR,Quick Bites,"Mutton Kosha, Kosha Mangsho",Bengali,450
Indiana Burgers,Yes,No,3.5/5,47,+91 8197170008,Domlur,Delivery,"Burgers, Chicken Whopper Burger",Burger,300
Gorbandh,Yes,No,4.0/5,85,080 49652562,BTM,Quick Bites,"Aloo Paratha, Samosa, Kachori, Poha, Chaat","Fast Food, North Indian",400
Zee5 Loft,Yes,No,4.4/5,798,080 49652919,HSR,Cafe,"Pizza, Pasta, Lemonade, Brownie, Chocolate Shake, Peri Peri Fries, Chicken Wings","Cafe, Burger, Pizza, Sandwich",700
Tall Blonde French,Yes,No,4.3/5,723,+91 9880614444,Koramangala 5th Block,Quick Bites,"French Fries, Peri Peri Fries, Cup Cake, Potato Fries, Fried Cheese, Chicken Fries, Mexican Fries",Fast Food,400
Mealer.in,Yes,No,4.2/5,701,080 43709452,Koramangala 4th Block,Delivery,"Kheer, Sandwich, Roti, Salad, Rajma, Gulab Jamun, Chole","North Indian, Biryani",450
Belgian Waffle Factory,Yes,No,4.8/5,187,+91 9481511911,Koramangala 5th Block,Dessert Parlor,"Nachos, Chocolate Waffles, Nutella Waffle, Salsa, Oreo Waffle",Desserts,400
WTF,Yes,No,4.1/5,93,080 43758178,Koramangala 5th Block,Cafe,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake","Cafe, Continental",600
What'sinaPita,Yes,No,3.9/5,232,+91 9108974600,Koramangala 1st Block,Delivery,"Falafel Wrap, Salads, Brownie Fudge, Fattoush Salad, Chicken Wings, Pita Bread, Paneer Wrap","Mediterranean, Middle Eastern, Wraps, Rolls",400
Chowpatty,Yes,No,3.6/5,95,+91 9137367474,Koramangala 1st Block,Quick Bites,"Pav Bhaji, Dabeli, Paratha, Raj Kachori, Vada Pav","North Indian, Fast Food, Street Food",300
Le Gateau - The Cake Shop,Yes,No,4.4/5,537,080 45128785,Old Airport Road,Delivery,"Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake","Desserts, Bakery",600
Fritz Haber,Yes,No,4.0/5,402,+91 9632166833,HSR,Dessert Parlor,"Ice Cream Roll, Nitrogen Ice Cream, Roasted Almonds, Salted Caramel","Ice Cream, Desserts",450
Krispy Kreme,Yes,No,3.9/5,150,080 25720338,HSR,Dessert Parlor,"Donut, Chocolate Doughnut, Chocolate Milkshake, Filter Coffee","Desserts, Beverages",300
Punjab Di Shaan,Yes,No,3.0/5,39,+91 7676510001,HSR,Casual Dining,"Roti, Thali, Paratha",North Indian,450
House Stark Cafe,Yes,No,3.9/5,45,+91 9538735364,HSR,Cafe,Fries,"Cafe, Desserts, Fast Food, Burger",300
Magix's Parattha Roll,Yes,No,3.7/5,186,080 49652620,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",400
99 Pancakes,Yes,No,4.5/5,341,080 43729195,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Waffles, Nutella Pancakes","Desserts, Cafe",300
Tenzin Kitchen,Yes,No,4.2/5,530,+91 9731453282,Koramangala 7th Block,Quick Bites,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli","Tibetan, Chinese, Momos",450
Tibetan Kitchen,Yes,No,4.3/5,245,080 25524435,Koramangala 5th Block,Quick Bites,"Noodles, Pasta, Tibetan Momos, Clear Soup, Chicken Momo, Tibetan Thukpa, Tea","Tibetan, Chinese, Continental, Momos",600
Dosa Plaza,Yes,No,3.8/5,140,080 49652583,Koramangala 5th Block,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese, Beverages",200
PHEW (Play Hard Eat Wild),Yes,Yes,3.9/5,488,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700
Roundup Cafe,Yes,Yes,4.2/5,493,080 49653438,Koramangala 5th Block,Cafe,"Mocktails, Salad, Coffee, Pizza, Meat Balls, Hot Chocolate, Pasta","Cafe, Continental, Beverages",800
Foodiesthan,Yes,No,3.7/5,59,+91 9845055369,HSR,Cafe,"Masala Chai, Garlic Bread, Oreo Shake","Cafe, Fast Food, North Indian",600
Waffle Magic,Yes,No,4.1/5,86,080 49652808,Koramangala 6th Block,Cafe,Waffles,"Cafe, Desserts",700
Makers of Milkshakes,Yes,No,4.2/5,55,+91 7411568300,Koramangala 5th Block,Beverage Shop,"Vanilla Ice Cream, Chocolate Milkshake",Beverages,400
Nutri Rich,Yes,No,3.8/5,53,+91 8043761506,Koramangala 7th Block,Quick Bites,"Pizza, Spinach Curry, Salad",Healthy Food,350
Waffle Head,Yes,No,4.0/5,36,080 49653258,BTM,"Dessert Parlor, Beverage Shop","Marshmallow, Chocolate Waffles","Desserts, Beverages, Bakery, Ice Cream",300
The Rasaganga,Yes,No,3.9/5,163,+91 8197399958,HSR,Quick Bites,"Coffee, Dahi Vada, Chaat","South Indian, North Indian, Chinese, Street Food",300
Barbeque Delight,Yes,No,3.8/5,66,+91 9538670393,Koramangala 5th Block,Casual Dining,"Tandoori Chicken, Paratha","Arabian, Kerala, North Indian, Chinese, BBQ",800
Tapri By The Corner,Yes,No,4.1/5,205,+91 7349385173,Koramangala 5th Block,Quick Bites,"Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai",Fast Food,250
WAFL Co,Yes,No,4.2/5,53,080 43758178,Koramangala 5th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",400
Sri Dalma,Yes,No,3.8/5,77,+91 9972168855,HSR,Quick Bites,"Thali, Mutton Handi","Oriya, Bengali",350
Anda Ka Funda,Yes,No,3.2/5,64,+91 9902666308,BTM,Quick Bites,"Paratha, Rolls, Roti","North Indian, Chinese, Rolls",250
Bangalore Cafe,Yes,No,3.7/5,197,+91 8049796655,HSR,Quick Bites,"Sabudana Vada, Masala Dosa, Filter Coffee, Pesarattu Upma, Podi Idli, Mirchi Bajji, Pongal","South Indian, Fast Food",400
Rusbury Fresh Sweets And Savouries,Yes,No,4.0/5,71,+91 7338057730,HSR,Sweet Shop,"Panipuri, Chaat, Rasmalai, Samosa, Pav Bhaji","Mithai, Street Food",200
Tea Villa Cafe,Yes,Yes,4.2/5,872,080 33512986,HSR,"Cafe, Casual Dining","Tea, Waffles, Pasta, Spaghetti, Sandwiches, Ratatouille, Nutella Waffle","Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800
Gramin,Yes,No,4.3/5,3455,+91 8041104104,Koramangala 7th Block,Casual Dining,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",North Indian,600
Bearfoot Cafe,Yes,No,4.2/5,174,+91 8904044405,Koramangala 6th Block,Cafe,"Cappuccino, Burgers, Fish, Pizza, Coffee, White Sauce Pasta, Fries",Cafe,600
Laddoos,Yes,No,3.4/5,277,080 40991947,BTM,"Quick Bites, Dessert Parlor","Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa","North Indian, Street Food, Mithai",250
Keventers,Yes,No,4.0/5,168,080 45128769,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut","Desserts, Beverages, Ice Cream",400
Paisa Vasool,Yes,No,3.3/5,394,+91 9718221004,Koramangala 7th Block,Quick Bites,"Fish Thali, Aloo Paratha",North Indian,400
Davanagere Benne Dose,Yes,No,3.9/5,106,+91 9916751528,HSR,Quick Bites,Benne Dosa,South Indian,150
Pappu Chaiwalla,Yes,No,3.1/5,89,080 49721444,BTM,Quick Bites,"Ginger Chai, Ginger Tea, Pakoda, Paratha, Maggi, Pav Bhaji, Sulemani Chai","North Indian, Momos, Rolls, Fast Food",350
Firangi Bake,Yes,No,4.1/5,95,+91 7710090007,BTM,Delivery,"Lasagne, Subz-e-royal Pot Rice","Mexican, Italian",600
Pizza Stop,Yes,No,3.2/5,166,080 43704050,Domlur,Quick Bites,"Pasta, Supreme Pizza, Thin Crust Pizza, Cheesy Garlic Bread","Pizza, Italian",600
Kairali,Yes,No,3.9/5,171,+91 9844034033,BTM,Quick Bites,"Beef Fry, Fish Fry, Appam, Masala Prawn, Egg Roast, Chicken Curry, Biryani","Kerala, South Indian, Seafood, Biryani",300
Krem,Yes,No,4.1/5,61,080 49653345,Koramangala 5th Block,Dessert Parlor,"Churros, Baklava Ice Cream, Cheesecake, Chocolate Peanut Butter, Cheese Roll, Chocolate Sundae","Desserts, Ice Cream, Beverages, Sandwich",450
Mitran Da Junction,Yes,No,4.1/5,321,+91 8043717046,Koramangala 6th Block,Quick Bites,"Butter Chicken, Dal Makhani, Roti, Tangdi Kabab, Panneer Butter Masala",North Indian,600
The Litti Company,Yes,No,3.7/5,34,+91 8340766542,HSR,"Takeaway, Delivery","Liti Chokha, Aloo Litti, Dal Halwa",Bihari,400
El Salver,Yes,Yes,3.9/5,74,+91 9916802277,BTM,Casual Dining,Fish Curry,"North Indian, Chinese, South Indian",900
Fresh Pressery Cafe,Yes,No,4.1/5,138,080 41724989,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Brownie, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast","Cafe, Healthy Food, Salad, Beverages, Desserts","1,200"
Third Wave Coffee Roasters,No,No,4.4/5,1224,+91 7337684222,Koramangala 4th Block,Cafe,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie","Cafe, Continental, Desserts",800
WOW! Momo,Yes,No,3.9/5,151,+91 7090603247,Koramangala 4th Block,Food Court,"Thukpa, Chocolate Momos, Schezwan Momos, Momos Burger, Burgers, Chicken Momo, Veg Momos","Tibetan, Momos",400
Hotel Junior Kuppanna,Yes,No,3.1/5,266,+91 8041633030,HSR,Casual Dining,"Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani","Chettinad, South Indian",550
Fillers,Yes,No,3.9/5,138,+91 9663577118,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",300
Bakers Town,Yes,No,3.6/5,42,+91 7411103666,BTM,Cafe,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger","Cafe, Continental, Fast Food",600
Cream Chemistry,Yes,No,4.0/5,229,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500
Friend's Cafe,Yes,No,3.9/5,554,+91 8884740361,Koramangala 7th Block,Quick Bites,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches","Fast Food, American, Chinese",600
